business_date,store_id,category_name,product_name,authoritative_price,quantity,revenue_at_period_price
2024-03-05,S08,Home Care,Vim Detergent Powder 500ml,171.39,2.000,342.78
2024-03-05,S09,Staples & Grains,24 Mantra Basmati Rice 5kg,438.95,-1.000,-438.95
2024-03-05,S09,Spices & Masala,Aachi Chilli Powder 200g,195.61,1.000,195.61
2024-03-05,S09,Spices & Masala,Aachi Coriander Powder 200g,295.95,2.000,591.90
2024-03-05,S09,Spices & Masala,Aachi Sambar Powder 100g,241.95,3.000,725.85
2024-03-05,S09,Staples & Grains,Aashirvaad Whole Wheat Atta 5kg,817.92,4.000,3271.68
2024-03-05,S09,Confectionery,Amul Choco Milk Chocolate 100g,221.21,2.000,442.42
2024-03-05,S09,Confectionery,Amul Choco Milk Chocolate 50g,91.19,1.000,91.19
2024-03-05,S09,Beverages,Bru Soda 500g,73.27,-2.000,-146.54
2024-03-05,S09,Confectionery,Cadbury Candy Pack Pack of 10,118.10,3.000,354.30
2024-03-05,S09,Stationery & General,Camlin Ball Pen Pack of 5,373.95,1.000,373.95
2024-03-05,S09,Spices & Masala,Catch Coriander Powder 200g,73.95,1.000,73.95
2024-03-05,S09,Spices & Masala,Catch Coriander Powder 500g,226.51,1.000,226.51
2024-03-05,S09,Personal Care,Colgate Shampoo 180ml,729.30,2.000,1458.60
2024-03-05,S09,Home Care,Comfort Toilet Cleaner 200g,347.22,3.000,1041.66
2024-03-05,S09,Home Care,Comfort Toilet Cleaner 500ml,478.44,-2.000,-956.88
2024-03-05,S09,Staples & Grains,Daawat Chana Dal 5kg,526.95,1.000,526.95
2024-03-05,S09,Personal Care,Dove Body Lotion 340ml,398.95,3.000,1196.85
2024-03-05,S09,Spices & Masala,Eastern Sambar Powder 500g,85.95,-3.000,-257.85
2024-03-05,S09,Spices & Masala,Eastern Sambar Powder 50g,200.65,3.000,601.95
2024-03-05,S09,Bakery,English Oven Muffin Pack of 2,178.09,1.000,178.09
2024-03-05,S09,Bakery,English Oven Pav Bun 400g,71.32,2.000,142.64
2024-03-05,S09,Fruits & Vegetables,Farm Fresh Onion Loose,85.25,2.000,170.50
2024-03-05,S09,Staples & Grains,Fortune Toor Dal 10kg,621.95,4.000,2487.80
2024-03-05,S09,Baby Care,Huggies Baby Powder Small,660.37,-3.000,-1981.11
2024-03-05,S09,Baby Care,Huggies Diapers Small,1243.79,4.000,4975.16
2024-03-05,S09,Frozen & Ready to Eat,ITC Master Chef Ready Paratha 400g,363.70,2.000,727.40
2024-03-05,S09,Staples & Grains,India Gate Poha 10kg,1398.34,-2.000,-2796.68
2024-03-05,S09,Staples & Grains,India Gate Whole Wheat Atta 5kg,391.71,2.000,783.42
2024-03-05,S09,Baby Care,Johnson's Baby Wipes Medium,1290.76,1.000,1290.76
2024-03-05,S09,Home Care,Lizol Toilet Cleaner 200g,59.95,5.000,299.75
2024-03-05,S09,Bakery,Local Bakery Muffin Pack of 2,151.97,-1.000,-151.97
2024-03-05,S09,Fruits & Vegetables,Local Mandi Apple 1kg,193.24,2.000,386.48
2024-03-05,S09,Fruits & Vegetables,Local Mandi Onion 500g,159.81,2.000,319.62
2024-03-05,S09,Personal Care,Mamaearth Hair Oil 100g,87.95,1.000,87.95
2024-03-05,S09,Baby Care,Mamypoko Baby Powder Medium,241.11,1.000,241.11
2024-03-05,S09,Baby Care,Mamypoko Baby Wipes Large,334.95,1.000,334.95
2024-03-05,S09,Baby Care,Mamypoko Baby Wipes Small,999.94,-4.000,-3999.76
2024-03-05,S09,Frozen & Ready to Eat,McCain Frozen Peas 1kg,425.67,1.000,425.67
2024-03-05,S09,Frozen & Ready to Eat,McCain Ready Paratha 1kg,297.94,1.000,297.94
2024-03-05,S09,Frozen & Ready to Eat,McCain Ready Paratha 1kg,279.95,2.000,559.90
2024-03-05,S09,Frozen & Ready to Eat,McCain Ready Paratha 1kg,217.71,-2.000,-435.42
2024-03-05,S09,Dairy,Milky Mist Toned Milk 200ml,243.66,2.000,487.32
2024-03-05,S09,Bakery,Modern Sandwich Bread 400g,56.95,2.000,113.90
2024-03-05,S09,Dairy,Mother Dairy Paneer 200g,95.25,-3.000,-285.75
2024-03-05,S09,Dairy,Nandini Cheese Slices 200g,41.96,2.000,83.92
2024-03-05,S09,Dairy,Nandini Cheese Slices 200g,302.95,3.000,908.85
2024-03-05,S09,Dairy,Nandini Toned Milk 500ml,380.06,2.000,760.12
2024-03-05,S09,Confectionery,Nestle Candy Pack Pack of 10,226.32,2.000,452.64
2024-03-05,S09,Confectionery,Nestle Dark Chocolate 50g,254.08,2.000,508.16
2024-03-05,S09,Confectionery,Nestle Milk Chocolate 100g,196.55,-2.000,-393.10
2024-03-05,S09,Baby Care,Pampers Baby Powder Medium,153.85,1.000,153.85
2024-03-05,S09,Baby Care,Pampers Baby Powder Small,1078.45,2.000,2156.90
2024-03-05,S09,Baby Care,Pampers Baby Soap Large,1350.95,2.000,2701.90
2024-03-05,S09,Baby Care,Pampers Baby Soap Small,365.61,1.000,365.61
2024-03-05,S09,Beverages,Paper Boat Instant Coffee 2L,115.95,2.000,231.90
2024-03-05,S09,Personal Care,Patanjali Hair Oil 75g,270.77,2.000,541.54
2024-03-05,S09,Confectionery,Perfetti Candy Pack 50g,68.79,1.000,68.79
2024-03-05,S09,Confectionery,Perfetti Milk Chocolate 50g,57.95,3.000,173.85
2024-03-05,S09,Confectionery,Perfetti Milk Chocolate 50g,46.11,1.000,46.11
2024-03-05,S09,Beverages,Real Cola 250g,430.39,3.000,1291.17
2024-03-05,S09,Beverages,Real Mango Juice 1L,343.13,2.000,686.26
2024-03-05,S09,Fruits & Vegetables,Safal Onion 500g,252.15,3.000,756.45
2024-03-05,S09,Edible Oils,Saffola Mustard Oil 2L,729.86,5.000,3649.30
2024-03-05,S09,Edible Oils,Saffola Rice Bran Oil 2L,621.95,1.000,621.95
2024-03-05,S09,Edible Oils,Saffola Rice Bran Oil 5L,1054.95,-2.000,-2109.90
2024-03-05,S09,Edible Oils,Sundrop Groundnut Oil 2L,1136.81,2.000,2273.62
2024-03-05,S09,Edible Oils,Sundrop Rice Bran Oil 5L,1232.09,1.000,1232.09
2024-03-05,S09,Biscuits & Snacks,Sunfeast Marie Gold 100g,84.60,2.000,169.20
2024-03-05,S09,Biscuits & Snacks,Sunfeast Marie Gold 400g,44.54,2.000,89.08
2024-03-05,S09,Biscuits & Snacks,Sunfeast Namkeen Mix 60g,70.95,-3.000,-212.85
2024-03-05,S09,Home Care,Surf Excel Fabric Conditioner 500g,243.46,2.000,486.92
2024-03-05,S09,Home Care,Surf Excel Floor Cleaner 500ml,345.29,-1.000,-345.29
2024-03-05,S09,Home Care,Surf Excel Toilet Cleaner 500g,487.64,3.000,1462.92
2024-03-05,S09,Beverages,Tata Tea Instant Coffee 2L,162.60,3.000,487.80
2024-03-05,S10,Staples & Grains,24 Mantra Poha 10kg,1218.17,-2.000,-2436.34
2024-03-05,S10,Staples & Grains,24 Mantra Whole Wheat Atta 1kg,521.19,1.000,521.19
2024-03-05,S10,Spices & Masala,Aachi Chilli Powder 100g,32.95,2.000,65.90
2024-03-05,S10,Spices & Masala,Aachi Sambar Powder 100g,241.95,3.000,725.85
2024-03-05,S10,Spices & Masala,Aachi Sambar Powder 500g,330.84,4.000,1323.36
2024-03-05,S10,Staples & Grains,Aashirvaad Basmati Rice 5kg,137.26,1.000,137.26
2024-03-05,S10,Staples & Grains,Aashirvaad Chana Dal 1kg,885.95,2.000,1771.90
2024-03-05,S10,Staples & Grains,Aashirvaad Toor Dal 10kg,828.19,1.000,828.19
2024-03-05,S10,Staples & Grains,Aashirvaad Toor Dal 1kg,1576.32,1.000,1576.32
2024-03-05,S10,Staples & Grains,Aashirvaad Whole Wheat Atta 1kg,449.67,1.000,449.67
2024-03-05,S10,Staples & Grains,Aashirvaad Whole Wheat Atta 5kg,817.92,2.000,1635.84
2024-03-05,S10,Dairy,Amul Butter 200g,342.92,3.000,1028.76
2024-03-05,S10,Dairy,Amul Butter 500g,553.55,1.000,553.55
2024-03-05,S10,Dairy,Amul Cheese Slices 1L,512.27,-2.000,-1024.54
2024-03-05,S10,Confectionery,Amul Choco Candy Pack Pack of 10,117.95,3.000,353.85
2024-03-05,S10,Confectionery,Amul Choco Milk Chocolate 50g,296.68,1.000,296.68
2024-03-05,S10,Confectionery,Amul Choco Milk Chocolate 50g,91.19,2.000,182.38
2024-03-05,S10,Confectionery,Amul Choco Milk Chocolate Pack of 10,282.29,2.000,564.58
2024-03-05,S10,Confectionery,Amul Choco Milk Chocolate Pack of 10,255.65,1.000,255.65
2024-03-05,S10,Dairy,Amul Curd 500ml,589.95,4.000,2359.80
2024-03-05,S10,Biscuits & Snacks,Anmol Cream Biscuit 150g,47.87,2.000,95.74
2024-03-05,S10,Biscuits & Snacks,Bikano Cookies 250g,89.95,2.000,179.90
2024-03-05,S10,Biscuits & Snacks,Bikano Marie Gold 60g,53.87,1.000,53.87
2024-03-05,S10,Biscuits & Snacks,Bikano Namkeen Mix 100g,34.95,2.000,69.90
2024-03-05,S10,Beverages,Bisleri Instant Coffee 2L,421.74,2.000,843.48
2024-03-05,S10,Biscuits & Snacks,Britannia Khakhra 250g,29.57,3.000,88.71
2024-03-05,S10,Beverages,Bru Mineral Water 250g,456.47,1.000,456.47
2024-03-05,S10,Confectionery,Cadbury Candy Pack 25g,331.55,1.000,331.55
2024-03-05,S10,Confectionery,Cadbury Milk Chocolate 50g,256.06,1.000,256.06
2024-03-05,S10,Stationery & General,Cello Ball Pen 500 sheets,110.85,2.000,221.70
2024-03-05,S10,Stationery & General,Cello Ball Pen Pack of 5,104.62,2.000,209.24
2024-03-05,S10,Stationery & General,Cello Notebook Pack of 5,370.89,1.000,370.89
2024-03-05,S10,Stationery & General,Classmate Notebook 1 pc,344.82,1.000,344.82
2024-03-05,S10,Stationery & General,Classmate Notebook Pack of 5,491.90,4.000,1967.60
2024-03-05,S10,Stationery & General,Classmate Pencil Box 1 pc,262.95,3.000,788.85
2024-03-05,S10,Personal Care,Colgate Face Wash 180ml,581.13,2.000,1162.26
2024-03-05,S10,Personal Care,Colgate Face Wash 75g,120.44,3.000,361.32
2024-03-05,S10,Home Care,Comfort Detergent Powder 200g,242.95,1.000,242.95
2024-03-05,S10,Home Care,Comfort Detergent Powder 500ml,252.81,3.000,758.43
2024-03-05,S10,Home Care,Comfort Dishwash Bar 1kg,56.15,3.000,168.45
2024-03-05,S10,Staples & Grains,Daawat Poha 10kg,1474.90,2.000,2949.80
2024-03-05,S10,Staples & Grains,Daawat Toor Dal 5kg,551.58,3.000,1654.74
2024-03-05,S10,Edible Oils,Dhara Groundnut Oil 5L,592.14,1.000,592.14
2024-03-05,S10,Edible Oils,Dhara Mustard Oil 2L,370.21,2.000,740.42
2024-03-05,S10,Edible Oils,Dhara Sunflower Oil 5L,1074.95,3.000,3224.85
2024-03-05,S10,Spices & Masala,Eastern Sambar Powder 500g,85.95,2.000,171.90
2024-03-05,S10,Bakery,English Oven Pav Bun 400g,86.19,1.000,86.19
2024-03-05,S10,Bakery,English Oven Pav Bun 6 pc,193.14,2.000,386.28
2024-03-05,S10,Bakery,English Oven Pav Bun 6 pc,78.61,3.000,235.83
2024-03-05,S10,Fruits & Vegetables,Farm Fresh Apple Loose,237.06,2.000,474.12
2024-03-05,S10,Fruits & Vegetables,Farm Fresh Banana 500g,104.95,4.000,419.80
2024-03-05,S10,Fruits & Vegetables,Farm Fresh Potato 500g,132.95,1.000,132.95
2024-03-05,S10,Staples & Grains,Fortune Basmati Rice 1kg,1012.95,2.000,2025.90
2024-03-05,S10,Staples & Grains,Fortune Chana Dal 5kg,1057.95,1.000,1057.95
2024-03-05,S10,Staples & Grains,Fortune Toor Dal 10kg,621.95,3.000,1865.85
2024-03-05,S10,Staples & Grains,Fortune Whole Wheat Atta 1kg,301.95,1.000,301.95
2024-03-05,S10,Edible Oils,Gold Winner Groundnut Oil 5L,990.67,3.000,2972.01
2024-03-05,S10,Edible Oils,Gold Winner Mustard Oil 5L,280.95,1.000,280.95
2024-03-05,S10,Home Care,Harpic Fabric Conditioner 500ml,445.79,2.000,891.58
2024-03-05,S10,Home Care,Harpic Fabric Conditioner 500ml,251.81,1.000,251.81
2024-03-05,S10,Home Care,Harpic Floor Cleaner 200g,292.81,-1.000,-292.81
2024-03-05,S10,Home Care,Harpic Floor Cleaner 500ml,245.38,2.000,490.76
2024-03-05,S10,Home Care,Harpic Toilet Cleaner 1kg,426.19,1.000,426.19
2024-03-05,S10,Bakery,Harvest Gold Pav Bun 6 pc,94.53,2.000,189.06
2024-03-05,S10,Bakery,Harvest Gold Pav Bun Pack of 2,41.95,3.000,125.85
2024-03-05,S10,Bakery,Harvest Gold Sandwich Bread 6 pc,47.84,3.000,143.52
2024-03-05,S10,Dairy,Heritage Butter 200g,199.15,3.000,597.45
2024-03-05,S10,Dairy,Heritage Cheese Slices 500g,526.95,-2.000,-1053.90
2024-03-05,S10,Dairy,Heritage Curd 1L,307.95,-1.000,-307.95
2024-03-05,S10,Dairy,Heritage Paneer 1L,120.10,2.000,240.20
2024-03-05,S10,Dairy,Heritage Paneer 200ml,220.35,1.000,220.35
2024-03-05,S10,Personal Care,Himalaya Body Lotion 100g,541.84,4.000,2167.36
2024-03-05,S10,Personal Care,Himalaya Face Wash 340ml,598.37,1.000,598.37
2024-03-05,S10,Personal Care,Himalaya Hair Oil 340ml,264.60,2.000,529.20
2024-03-05,S10,Baby Care,Huggies Baby Wipes XL,1383.23,2.000,2766.46
2024-03-05,S10,Frozen & Ready to Eat,ITC Master Chef Frozen Peas 200g,330.95,1.000,330.95
2024-03-05,S10,Frozen & Ready to Eat,ITC Master Chef Ready Paratha 400g,136.43,4.000,545.72
2024-03-05,S10,Staples & Grains,India Gate Basmati Rice 5kg,216.12,3.000,648.36
2024-03-05,S10,Staples & Grains,India Gate Chana Dal 10kg,493.95,2.000,987.90
2024-03-05,S10,Staples & Grains,India Gate Whole Wheat Atta 5kg,391.71,1.000,391.71
2024-03-05,S10,Staples & Grains,India Gate Whole Wheat Atta 5kg,803.25,2.000,1606.50
2024-03-05,S10,Home Care,Lizol Floor Cleaner 500ml,418.86,4.000,1675.44
2024-03-05,S10,Home Care,Lizol Toilet Cleaner 200g,59.95,3.000,179.85
2024-03-05,S10,Bakery,Local Bakery Muffin 400g,62.95,2.000,125.90
2024-03-05,S10,Bakery,Local Bakery Muffin Pack of 2,151.97,6.000,911.82
2024-03-05,S10,Bakery,Local Bakery Rusk 6 pc,178.05,3.000,534.15
2024-03-05,S10,Bakery,Local Bakery Sandwich Bread 6 pc,129.59,2.000,259.18
2024-03-05,S10,Fruits & Vegetables,Local Mandi Apple 1kg,193.24,4.000,772.96
2024-03-05,S10,Fruits & Vegetables,Local Mandi Apple 500g,65.41,1.000,65.41
2024-03-05,S10,Fruits & Vegetables,Local Mandi Banana 500g,67.48,8.000,539.84
2024-03-05,S10,Fruits & Vegetables,Local Mandi Onion 500g,65.95,2.000,131.90
2024-03-05,S10,Fruits & Vegetables,Local Mandi Tomato 500g,58.36,2.000,116.72
2024-03-05,S10,Spices & Masala,MDH Turmeric Powder 500g,54.47,2.000,108.94
2024-03-05,S10,Personal Care,Mamaearth Body Lotion 100g,440.95,1.000,440.95
2024-03-05,S10,Personal Care,Mamaearth Face Wash 100g,627.95,5.000,3139.75
2024-03-05,S10,Baby Care,Mamypoko Baby Powder Medium,241.11,1.000,241.11
2024-03-05,S10,Baby Care,Mamypoko Baby Soap Large,1052.07,5.000,5260.35
2024-03-05,S10,Baby Care,Mamypoko Baby Wipes Large,334.95,1.000,334.95
2024-03-05,S10,Baby Care,Mamypoko Baby Wipes Medium,310.59,1.000,310.59
2024-03-05,S10,Baby Care,Mamypoko Baby Wipes Medium,529.95,2.000,1059.90
2024-03-05,S10,Baby Care,Mamypoko Diapers Large,641.17,1.000,641.17
2024-03-05,S10,Frozen & Ready to Eat,McCain French Fries 1kg,116.95,2.000,233.90
2024-03-05,S10,Frozen & Ready to Eat,McCain Idli Batter 1kg,320.36,1.000,320.36
2024-03-05,S10,Frozen & Ready to Eat,McCain Idli Batter 1kg,166.95,1.000,166.95
2024-03-05,S10,Frozen & Ready to Eat,McCain Idli Batter 200g,115.73,-2.000,-231.46
2024-03-05,S10,Frozen & Ready to Eat,McCain Ready Paratha 1kg,279.95,2.000,559.90
2024-03-05,S10,Dairy,Milky Mist Ghee 500g,534.07,3.000,1602.21
2024-03-05,S10,Bakery,Modern Muffin Pack of 2,46.90,2.000,93.80
2024-03-05,S10,Bakery,Modern Pav Bun 400g,145.27,2.000,290.54
2024-03-05,S10,Bakery,Modern Pav Bun 6 pc,70.72,2.000,141.44
2024-03-05,S10,Dairy,Mother Dairy Butter 500g,342.13,-1.000,-342.13
2024-03-05,S10,Dairy,Nandini Cheese Slices 200g,41.96,1.000,41.96
2024-03-05,S10,Dairy,Nandini Ghee 1L,258.22,1.000,258.22
2024-03-05,S10,Dairy,Nandini Ghee 200ml,642.78,1.000,642.78
2024-03-05,S10,Dairy,Nandini Toned Milk 1L,493.95,3.000,1481.85
2024-03-05,S10,Stationery & General,Nataraj Ball Pen Pack of 5,452.38,1.000,452.38
2024-03-05,S10,Stationery & General,Nataraj Pencil Box 1 pc,307.38,2.000,614.76
2024-03-05,S10,Stationery & General,Nataraj Pencil Box 500 sheets,402.26,1.000,402.26
2024-03-05,S10,Confectionery,Nestle Candy Pack 25g,135.84,2.000,271.68
2024-03-05,S10,Confectionery,Nestle Candy Pack Pack of 10,152.65,2.000,305.30
2024-03-05,S10,Confectionery,Nestle Chewing Gum 50g,209.63,5.000,1048.15
2024-03-05,S10,Personal Care,Nivea Face Wash 75g,402.02,2.000,804.04
2024-03-05,S10,Baby Care,Pampers Baby Powder Medium,277.54,3.000,832.62
2024-03-05,S10,Baby Care,Pampers Baby Powder Small,1078.45,-3.000,-3235.35
2024-03-05,S10,Baby Care,Pampers Baby Soap Large,1350.95,2.000,2701.90
2024-03-05,S10,Baby Care,Pampers Baby Soap Small,365.61,3.000,1096.83
2024-03-05,S10,Baby Care,Pampers Diapers Large,819.74,1.000,819.74
2024-03-05,S10,Baby Care,Pampers Diapers Medium,1450.59,1.000,1450.59
2024-03-05,S10,Biscuits & Snacks,Parle Cream Biscuit 60g,29.54,3.000,88.62
2024-03-05,S10,Confectionery,Perfetti Candy Pack 25g,202.77,1.000,202.77
2024-03-05,S10,Confectionery,Perfetti Dark Chocolate 25g,94.25,3.000,282.75
2024-03-05,S10,Beverages,Real Cola 1L,37.47,2.000,74.94
2024-03-05,S10,Beverages,Real Instant Coffee 2L,238.95,2.000,477.90
2024-03-05,S10,Fruits & Vegetables,Safal Banana 500g,103.22,1.000,103.22
2024-03-05,S10,Fruits & Vegetables,Safal Banana Loose,204.95,2.000,409.90
2024-03-05,S10,Fruits & Vegetables,Safal Onion 500g,252.15,2.000,504.30
2024-03-05,S10,Edible Oils,Saffola Groundnut Oil 1L,1036.53,1.000,1036.53
2024-03-05,S10,Frozen & Ready to Eat,Sumeru Idli Batter 400g,336.91,1.000,336.91
2024-03-05,S10,Frozen & Ready to Eat,Sumeru Ready Paratha 400g,286.03,2.000,572.06
2024-03-05,S10,Edible Oils,Sundrop Groundnut Oil 1L,827.34,1.000,827.34
2024-03-05,S10,Edible Oils,Sundrop Mustard Oil 5L,262.51,2.000,525.02
2024-03-05,S10,Edible Oils,Sundrop Rice Bran Oil 1L,222.95,2.000,445.90
2024-03-05,S10,Edible Oils,Sundrop Sunflower Oil 1L,982.47,2.000,1964.94
2024-03-05,S10,Biscuits & Snacks,Sunfeast Glucose Biscuit 150g,52.85,3.000,158.55
2024-03-05,S10,Biscuits & Snacks,Sunfeast Marie Gold 150g,79.68,2.000,159.36
2024-03-05,S10,Biscuits & Snacks,Sunfeast Marie Gold 60g,32.17,2.000,64.34
2024-03-05,S10,Biscuits & Snacks,Sunfeast Namkeen Mix 400g,51.46,4.000,205.84
2024-03-05,S10,Beverages,Thums Up Mineral Water 1L,460.11,2.000,920.22
2024-03-05,S10,Beverages,Thums Up Tea Leaf 250g,320.99,2.000,641.98
2024-03-05,S10,Biscuits & Snacks,Unibic Marie Gold 60g,91.95,1.000,91.95
2024-03-05,S10,Frozen & Ready to Eat,iD Fresh French Fries 1kg,212.89,3.000,638.67
2024-03-05,S10,Frozen & Ready to Eat,iD Fresh French Fries 200g,293.34,3.000,880.02
2024-03-05,S10,Frozen & Ready to Eat,iD Fresh French Fries 400g,235.69,-2.000,-471.38
2024-03-05,S10,Frozen & Ready to Eat,iD Fresh Idli Batter 200g,95.95,4.000,383.80
2024-03-05,S10,Frozen & Ready to Eat,iD Fresh Idli Batter 400g,405.95,3.000,1217.85
2024-03-05,S10,Frozen & Ready to Eat,iD Fresh Ready Paratha 200g,406.95,2.000,813.90
2024-03-05,S11,Staples & Grains,24 Mantra Whole Wheat Atta 1kg,244.95,-2.000,-489.90
2024-03-05,S11,Staples & Grains,24 Mantra Whole Wheat Atta 1kg,1001.95,3.000,3005.85
2024-03-05,S11,Spices & Masala,Aachi Turmeric Powder 500g,41.91,3.000,125.73
2024-03-05,S11,Staples & Grains,Aashirvaad Basmati Rice 10kg,371.02,1.000,371.02
2024-03-05,S11,Staples & Grains,Aashirvaad Sona Masoori Rice 1kg,1189.20,2.000,2378.40
2024-03-05,S11,Staples & Grains,Aashirvaad Toor Dal 1kg,1495.35,1.000,1495.35
2024-03-05,S11,Confectionery,Amul Choco Milk Chocolate 50g,91.19,1.000,91.19
2024-03-05,S11,Dairy,Amul Paneer 500g,73.05,4.000,292.20
2024-03-05,S11,Biscuits & Snacks,Anmol Cookies 400g,10.57,2.000,21.14
2024-03-05,S11,Biscuits & Snacks,Bikano Cookies 250g,89.95,3.000,269.85
2024-03-05,S11,Biscuits & Snacks,Bikano Khakhra 100g,53.95,3.000,161.85
2024-03-05,S11,Beverages,Bisleri Cola 250g,307.37,3.000,922.11
2024-03-05,S11,Beverages,Bisleri Cola 2L,128.46,2.000,256.92
2024-03-05,S11,Beverages,Bisleri Cola 500g,57.95,1.000,57.95
2024-03-05,S11,Biscuits & Snacks,Britannia Cookies 150g,11.95,4.000,47.80
2024-03-05,S11,Confectionery,Cadbury Candy Pack 50g,129.95,5.000,649.75
2024-03-05,S11,Stationery & General,Camlin A4 Paper Ream 1 pc,64.95,-2.000,-129.90
2024-03-05,S11,Stationery & General,Cello A4 Paper Ream Pack of 5,388.65,4.000,1554.60
2024-03-05,S11,Stationery & General,Cello A4 Paper Ream Pack of 5,14.08,3.000,42.24
2024-03-05,S11,Stationery & General,Cello Notebook Pack of 5,370.89,2.000,741.78
2024-03-05,S11,Stationery & General,Cello Pencil Box 500 sheets,54.95,7.000,384.65
2024-03-05,S11,Stationery & General,Cello Pencil Box Pack of 5,413.95,1.000,413.95
2024-03-05,S11,Stationery & General,Classmate A4 Paper Ream Pack of 5,57.40,4.000,229.60
2024-03-05,S11,Personal Care,Colgate Bathing Soap 75g,468.07,2.000,936.14
2024-03-05,S11,Personal Care,Colgate Face Wash 180ml,581.13,2.000,1162.26
2024-03-05,S11,Personal Care,Colgate Shampoo 180ml,729.30,1.000,729.30
2024-03-05,S11,Home Care,Comfort Toilet Cleaner 200g,347.22,1.000,347.22
2024-03-05,S11,Staples & Grains,Daawat Sona Masoori Rice 1kg,1117.90,1.000,1117.90
2024-03-05,S11,Staples & Grains,Daawat Toor Dal 5kg,787.42,4.000,3149.68
2024-03-05,S11,Staples & Grains,Daawat Whole Wheat Atta 1kg,303.95,2.000,607.90
2024-03-05,S11,Edible Oils,Dhara Groundnut Oil 1L,1272.67,1.000,1272.67
2024-03-05,S11,Personal Care,Dove Body Lotion 340ml,439.90,1.000,439.90
2024-03-05,S11,Personal Care,Dove Hair Oil 75g,290.71,4.000,1162.84
2024-03-05,S11,Spices & Masala,Eastern Coriander Powder 500g,53.05,2.000,106.10
2024-03-05,S11,Spices & Masala,Eastern Sambar Powder 100g,42.95,3.000,128.85
2024-03-05,S11,Bakery,English Oven Rusk 400g,26.90,2.000,53.80
2024-03-05,S11,Spices & Masala,Everest Coriander Powder 500g,114.77,2.000,229.54
2024-03-05,S11,Fruits & Vegetables,Farm Fresh Banana Loose,235.23,3.000,705.69
2024-03-05,S11,Edible Oils,Gold Winner Mustard Oil 5L,871.07,2.000,1742.14
2024-03-05,S11,Edible Oils,Gold Winner Rice Bran Oil 1L,1416.40,1.000,1416.40
2024-03-05,S11,Edible Oils,Gold Winner Rice Bran Oil 2L,144.95,2.000,289.90
2024-03-05,S11,Edible Oils,Gold Winner Sunflower Oil 1L,793.52,3.000,2380.56
2024-03-05,S11,Home Care,Harpic Fabric Conditioner 200g,371.20,2.000,742.40
2024-03-05,S11,Bakery,Harvest Gold Pav Bun 6 pc,94.53,1.000,94.53
2024-03-05,S11,Bakery,Harvest Gold Sandwich Bread 6 pc,177.19,2.000,354.38
2024-03-05,S11,Dairy,Heritage Cheese Slices 500g,526.95,1.000,526.95
2024-03-05,S11,Baby Care,Huggies Baby Powder Medium,271.59,3.000,814.77
2024-03-05,S11,Baby Care,Huggies Baby Wipes Large,700.87,2.000,1401.74
2024-03-05,S11,Baby Care,Huggies Baby Wipes Small,867.34,1.000,867.34
2024-03-05,S11,Frozen & Ready to Eat,ITC Master Chef Ready Paratha 400g,363.70,2.000,727.40
2024-03-05,S11,Staples & Grains,India Gate Whole Wheat Atta 10kg,1042.36,1.000,1042.36
2024-03-05,S11,Staples & Grains,India Gate Whole Wheat Atta 1kg,675.82,3.000,2027.46
2024-03-05,S11,Staples & Grains,India Gate Whole Wheat Atta 5kg,391.71,1.000,391.71
2024-03-05,S11,Baby Care,Johnson's Baby Powder Large,1020.37,1.000,1020.37
2024-03-05,S11,Baby Care,Johnson's Baby Soap Small,692.94,2.000,1385.88
2024-03-05,S11,Home Care,Lizol Dishwash Bar 500ml,220.95,1.000,220.95
2024-03-05,S11,Bakery,Local Bakery Pav Bun 400g,47.97,2.000,95.94
2024-03-05,S11,Bakery,Local Bakery Rusk 400g,197.00,1.000,197.00
2024-03-05,S11,Bakery,Local Bakery Rusk Pack of 2,147.18,1.000,147.18
2024-03-05,S11,Fruits & Vegetables,Local Mandi Apple 500g,155.69,2.000,311.38
2024-03-05,S11,Fruits & Vegetables,Local Mandi Apple 500g,248.31,2.000,496.62
2024-03-05,S11,Fruits & Vegetables,Local Mandi Apple Loose,229.89,-1.000,-229.89
2024-03-05,S11,Spices & Masala,MDH Garam Masala 500g,187.59,3.000,562.77
2024-03-05,S11,Baby Care,Mamypoko Baby Powder Medium,241.11,4.000,964.44
2024-03-05,S11,Baby Care,Mamypoko Baby Wipes XL,1603.81,2.000,3207.62
2024-03-05,S11,Baby Care,Mamypoko Diapers XL,1342.57,2.000,2685.14
2024-03-05,S11,Frozen & Ready to Eat,McCain Ready Paratha 1kg,162.96,1.000,162.96
2024-03-05,S11,Dairy,Milky Mist Cheese Slices 500g,80.09,1.000,80.09
2024-03-05,S11,Bakery,Modern Rusk 6 pc,92.95,1.000,92.95
2024-03-05,S11,Bakery,Modern Sandwich Bread Pack of 2,76.37,1.000,76.37
2024-03-05,S11,Dairy,Mother Dairy Curd 200ml,40.41,3.000,121.23
2024-03-05,S11,Dairy,Nandini Paneer 200ml,430.13,1.000,430.13
2024-03-05,S11,Stationery & General,Nataraj Ball Pen 500 sheets,99.48,4.000,397.92
2024-03-05,S11,Stationery & General,Nataraj Pencil Box 500 sheets,182.34,3.000,547.02
2024-03-05,S11,Confectionery,Nestle Milk Chocolate 100g,196.55,2.000,393.10
2024-03-05,S11,Baby Care,Pampers Baby Powder Small,511.25,2.000,1022.50
2024-03-05,S11,Baby Care,Pampers Baby Powder XL,757.60,-4.000,-3030.40
