store_id,store_name,category_name,day_of_week,business_month,revenue_inr
S04,Annapurna Kukatpally,Staples & Grains,Friday,2024-10,103175.50
S04,Annapurna Kukatpally,Staples & Grains,Monday,2024-10,79903.85
S04,Annapurna Kukatpally,Staples & Grains,Saturday,2024-10,207807.37
S04,Annapurna Kukatpally,Staples & Grains,Sunday,2024-10,134222.06
S04,Annapurna Kukatpally,Staples & Grains,Thursday,2024-10,167606.48
S04,Annapurna Kukatpally,Staples & Grains,Tuesday,2024-10,137475.49
S04,Annapurna Kukatpally,Staples & Grains,Wednesday,2024-10,105193.23
S04,Annapurna Kukatpally,Stationery & General,Friday,2024-10,28330.14
S04,Annapurna Kukatpally,Stationery & General,Monday,2024-10,25376.05
S04,Annapurna Kukatpally,Stationery & General,Saturday,2024-10,36286.29
S04,Annapurna Kukatpally,Stationery & General,Sunday,2024-10,29546.51
S04,Annapurna Kukatpally,Stationery & General,Thursday,2024-10,23524.85
S04,Annapurna Kukatpally,Stationery & General,Tuesday,2024-10,17084.93
S04,Annapurna Kukatpally,Stationery & General,Wednesday,2024-10,22560.34
S05,Annapurna Kochi Marine,Baby Care,Friday,2024-10,97022.90
S05,Annapurna Kochi Marine,Baby Care,Monday,2024-10,78030.74
S05,Annapurna Kochi Marine,Baby Care,Saturday,2024-10,85209.30
S05,Annapurna Kochi Marine,Baby Care,Sunday,2024-10,73480.63
S05,Annapurna Kochi Marine,Baby Care,Thursday,2024-10,79410.47
S05,Annapurna Kochi Marine,Baby Care,Tuesday,2024-10,50603.26
S05,Annapurna Kochi Marine,Baby Care,Wednesday,2024-10,48676.27
S05,Annapurna Kochi Marine,Bakery,Friday,2024-10,13078.14
S05,Annapurna Kochi Marine,Bakery,Monday,2024-10,7911.06
S05,Annapurna Kochi Marine,Bakery,Saturday,2024-10,11752.47
S05,Annapurna Kochi Marine,Bakery,Sunday,2024-10,11540.66
S05,Annapurna Kochi Marine,Bakery,Thursday,2024-10,10710.06
S05,Annapurna Kochi Marine,Bakery,Tuesday,2024-10,8929.26
S05,Annapurna Kochi Marine,Bakery,Wednesday,2024-10,7865.55
S05,Annapurna Kochi Marine,Beverages,Friday,2024-10,24840.86
S05,Annapurna Kochi Marine,Beverages,Monday,2024-10,13885.08
S05,Annapurna Kochi Marine,Beverages,Saturday,2024-10,33151.07
S05,Annapurna Kochi Marine,Beverages,Sunday,2024-10,27035.27
S05,Annapurna Kochi Marine,Beverages,Thursday,2024-10,18199.43
S05,Annapurna Kochi Marine,Beverages,Tuesday,2024-10,11663.81
S05,Annapurna Kochi Marine,Beverages,Wednesday,2024-10,15953.39
S05,Annapurna Kochi Marine,Biscuits & Snacks,Friday,2024-10,6595.73
S05,Annapurna Kochi Marine,Biscuits & Snacks,Monday,2024-10,5705.72
S05,Annapurna Kochi Marine,Biscuits & Snacks,Saturday,2024-10,10804.95
S05,Annapurna Kochi Marine,Biscuits & Snacks,Sunday,2024-10,8718.05
S05,Annapurna Kochi Marine,Biscuits & Snacks,Thursday,2024-10,7837.21
S05,Annapurna Kochi Marine,Biscuits & Snacks,Tuesday,2024-10,7409.21
S05,Annapurna Kochi Marine,Biscuits & Snacks,Wednesday,2024-10,8070.25
S05,Annapurna Kochi Marine,Confectionery,Friday,2024-10,16681.20
S05,Annapurna Kochi Marine,Confectionery,Monday,2024-10,14189.41
S05,Annapurna Kochi Marine,Confectionery,Saturday,2024-10,23741.10
S05,Annapurna Kochi Marine,Confectionery,Sunday,2024-10,12193.65
S05,Annapurna Kochi Marine,Confectionery,Thursday,2024-10,14086.06
S05,Annapurna Kochi Marine,Confectionery,Tuesday,2024-10,11241.42
S05,Annapurna Kochi Marine,Confectionery,Wednesday,2024-10,10178.28
S05,Annapurna Kochi Marine,Dairy,Friday,2024-10,21926.45
S05,Annapurna Kochi Marine,Dairy,Monday,2024-10,32573.56
S05,Annapurna Kochi Marine,Dairy,Saturday,2024-10,54962.28
S05,Annapurna Kochi Marine,Dairy,Sunday,2024-10,43302.99
S05,Annapurna Kochi Marine,Dairy,Thursday,2024-10,51281.81
S05,Annapurna Kochi Marine,Dairy,Tuesday,2024-10,30548.73
S05,Annapurna Kochi Marine,Dairy,Wednesday,2024-10,29849.74
S05,Annapurna Kochi Marine,Edible Oils,Friday,2024-10,54623.49
S05,Annapurna Kochi Marine,Edible Oils,Monday,2024-10,69174.92
S05,Annapurna Kochi Marine,Edible Oils,Saturday,2024-10,68478.26
S05,Annapurna Kochi Marine,Edible Oils,Sunday,2024-10,123058.62
S05,Annapurna Kochi Marine,Edible Oils,Thursday,2024-10,79743.72
S05,Annapurna Kochi Marine,Edible Oils,Tuesday,2024-10,44538.31
S05,Annapurna Kochi Marine,Edible Oils,Wednesday,2024-10,60433.23
S05,Annapurna Kochi Marine,Frozen & Ready to Eat,Friday,2024-10,29212.50
S05,Annapurna Kochi Marine,Frozen & Ready to Eat,Monday,2024-10,19130.18
S05,Annapurna Kochi Marine,Frozen & Ready to Eat,Saturday,2024-10,43397.14
S05,Annapurna Kochi Marine,Frozen & Ready to Eat,Sunday,2024-10,28627.07
S05,Annapurna Kochi Marine,Frozen & Ready to Eat,Thursday,2024-10,19776.27
S05,Annapurna Kochi Marine,Frozen & Ready to Eat,Tuesday,2024-10,20325.67
S05,Annapurna Kochi Marine,Frozen & Ready to Eat,Wednesday,2024-10,15904.23
S05,Annapurna Kochi Marine,Fruits & Vegetables,Friday,2024-10,15164.00
S05,Annapurna Kochi Marine,Fruits & Vegetables,Monday,2024-10,6783.44
S05,Annapurna Kochi Marine,Fruits & Vegetables,Saturday,2024-10,12883.95
S05,Annapurna Kochi Marine,Fruits & Vegetables,Sunday,2024-10,20902.82
S05,Annapurna Kochi Marine,Fruits & Vegetables,Thursday,2024-10,10689.63
S05,Annapurna Kochi Marine,Fruits & Vegetables,Tuesday,2024-10,8806.40
S05,Annapurna Kochi Marine,Fruits & Vegetables,Wednesday,2024-10,20719.13
S05,Annapurna Kochi Marine,Home Care,Friday,2024-10,28707.99
S05,Annapurna Kochi Marine,Home Care,Monday,2024-10,18784.22
S05,Annapurna Kochi Marine,Home Care,Saturday,2024-10,26582.34
S05,Annapurna Kochi Marine,Home Care,Sunday,2024-10,40763.21
S05,Annapurna Kochi Marine,Home Care,Thursday,2024-10,27001.72
S05,Annapurna Kochi Marine,Home Care,Tuesday,2024-10,17657.73
S05,Annapurna Kochi Marine,Home Care,Wednesday,2024-10,29595.93
S05,Annapurna Kochi Marine,Personal Care,Friday,2024-10,32634.67
S05,Annapurna Kochi Marine,Personal Care,Monday,2024-10,20117.84
S05,Annapurna Kochi Marine,Personal Care,Saturday,2024-10,39742.43
S05,Annapurna Kochi Marine,Personal Care,Sunday,2024-10,36677.59
S05,Annapurna Kochi Marine,Personal Care,Thursday,2024-10,41646.65
S05,Annapurna Kochi Marine,Personal Care,Tuesday,2024-10,29928.90
S05,Annapurna Kochi Marine,Personal Care,Wednesday,2024-10,15832.81
S05,Annapurna Kochi Marine,Spices & Masala,Friday,2024-10,17061.80
S05,Annapurna Kochi Marine,Spices & Masala,Monday,2024-10,13273.84
S05,Annapurna Kochi Marine,Spices & Masala,Saturday,2024-10,21260.22
S05,Annapurna Kochi Marine,Spices & Masala,Sunday,2024-10,22987.50
S05,Annapurna Kochi Marine,Spices & Masala,Thursday,2024-10,16883.24
S05,Annapurna Kochi Marine,Spices & Masala,Tuesday,2024-10,8446.37
S05,Annapurna Kochi Marine,Spices & Masala,Wednesday,2024-10,12259.11
S05,Annapurna Kochi Marine,Staples & Grains,Friday,2024-10,84541.59
S05,Annapurna Kochi Marine,Staples & Grains,Monday,2024-10,77240.86
S05,Annapurna Kochi Marine,Staples & Grains,Saturday,2024-10,112457.91
S05,Annapurna Kochi Marine,Staples & Grains,Sunday,2024-10,127309.57
S05,Annapurna Kochi Marine,Staples & Grains,Thursday,2024-10,76898.00
S05,Annapurna Kochi Marine,Staples & Grains,Tuesday,2024-10,74444.62
S05,Annapurna Kochi Marine,Staples & Grains,Wednesday,2024-10,62069.74
S05,Annapurna Kochi Marine,Stationery & General,Friday,2024-10,28199.71
S05,Annapurna Kochi Marine,Stationery & General,Monday,2024-10,21166.18
S05,Annapurna Kochi Marine,Stationery & General,Saturday,2024-10,21712.34
S05,Annapurna Kochi Marine,Stationery & General,Sunday,2024-10,27288.62
S05,Annapurna Kochi Marine,Stationery & General,Thursday,2024-10,26580.28
S05,Annapurna Kochi Marine,Stationery & General,Tuesday,2024-10,19386.11
S05,Annapurna Kochi Marine,Stationery & General,Wednesday,2024-10,23413.16
S06,Annapurna Andheri West,Baby Care,Friday,2024-10,147310.91
S06,Annapurna Andheri West,Baby Care,Monday,2024-10,129132.02
S06,Annapurna Andheri West,Baby Care,Saturday,2024-10,184692.32
S06,Annapurna Andheri West,Baby Care,Sunday,2024-10,152578.50
S06,Annapurna Andheri West,Baby Care,Thursday,2024-10,118520.67
S06,Annapurna Andheri West,Baby Care,Tuesday,2024-10,139989.93
S06,Annapurna Andheri West,Baby Care,Wednesday,2024-10,93406.87
S06,Annapurna Andheri West,Bakery,Friday,2024-10,18014.25
S06,Annapurna Andheri West,Bakery,Monday,2024-10,14996.02
S06,Annapurna Andheri West,Bakery,Saturday,2024-10,25503.50
S06,Annapurna Andheri West,Bakery,Sunday,2024-10,31583.38
S06,Annapurna Andheri West,Bakery,Thursday,2024-10,18708.85
S06,Annapurna Andheri West,Bakery,Tuesday,2024-10,13067.57
S06,Annapurna Andheri West,Bakery,Wednesday,2024-10,14884.23
S06,Annapurna Andheri West,Beverages,Friday,2024-10,38291.93
S06,Annapurna Andheri West,Beverages,Monday,2024-10,31515.97
S06,Annapurna Andheri West,Beverages,Saturday,2024-10,56363.34
S06,Annapurna Andheri West,Beverages,Sunday,2024-10,56117.22
S06,Annapurna Andheri West,Beverages,Thursday,2024-10,42063.96
S06,Annapurna Andheri West,Beverages,Tuesday,2024-10,22228.07
S06,Annapurna Andheri West,Beverages,Wednesday,2024-10,34482.71
S06,Annapurna Andheri West,Biscuits & Snacks,Friday,2024-10,11709.40
S06,Annapurna Andheri West,Biscuits & Snacks,Monday,2024-10,10359.10
S06,Annapurna Andheri West,Biscuits & Snacks,Saturday,2024-10,17108.90
S06,Annapurna Andheri West,Biscuits & Snacks,Sunday,2024-10,14636.06
S06,Annapurna Andheri West,Biscuits & Snacks,Thursday,2024-10,11631.23
S06,Annapurna Andheri West,Biscuits & Snacks,Tuesday,2024-10,12628.33
S06,Annapurna Andheri West,Biscuits & Snacks,Wednesday,2024-10,8859.94
S06,Annapurna Andheri West,Confectionery,Friday,2024-10,25320.89
S06,Annapurna Andheri West,Confectionery,Monday,2024-10,22484.59
S06,Annapurna Andheri West,Confectionery,Saturday,2024-10,27052.16
S06,Annapurna Andheri West,Confectionery,Sunday,2024-10,31962.40
S06,Annapurna Andheri West,Confectionery,Thursday,2024-10,26775.39
S06,Annapurna Andheri West,Confectionery,Tuesday,2024-10,27986.58
S06,Annapurna Andheri West,Confectionery,Wednesday,2024-10,24302.47
S06,Annapurna Andheri West,Dairy,Friday,2024-10,60104.30
S06,Annapurna Andheri West,Dairy,Monday,2024-10,44252.37
S06,Annapurna Andheri West,Dairy,Saturday,2024-10,74047.31
S06,Annapurna Andheri West,Dairy,Sunday,2024-10,72528.32
S06,Annapurna Andheri West,Dairy,Thursday,2024-10,65186.63
S06,Annapurna Andheri West,Dairy,Tuesday,2024-10,70137.90
S06,Annapurna Andheri West,Dairy,Wednesday,2024-10,55704.21
S06,Annapurna Andheri West,Edible Oils,Friday,2024-10,146056.96
S06,Annapurna Andheri West,Edible Oils,Monday,2024-10,107290.94
S06,Annapurna Andheri West,Edible Oils,Saturday,2024-10,163294.92
S06,Annapurna Andheri West,Edible Oils,Sunday,2024-10,161672.97
S06,Annapurna Andheri West,Edible Oils,Thursday,2024-10,192288.24
S06,Annapurna Andheri West,Edible Oils,Tuesday,2024-10,95264.85
S06,Annapurna Andheri West,Edible Oils,Wednesday,2024-10,87323.17
S06,Annapurna Andheri West,Frozen & Ready to Eat,Friday,2024-10,51149.39
S06,Annapurna Andheri West,Frozen & Ready to Eat,Monday,2024-10,41433.99
S06,Annapurna Andheri West,Frozen & Ready to Eat,Saturday,2024-10,55465.80
S06,Annapurna Andheri West,Frozen & Ready to Eat,Sunday,2024-10,54506.83
S06,Annapurna Andheri West,Frozen & Ready to Eat,Thursday,2024-10,46506.37
S06,Annapurna Andheri West,Frozen & Ready to Eat,Tuesday,2024-10,48279.75
S06,Annapurna Andheri West,Frozen & Ready to Eat,Wednesday,2024-10,38831.21
S06,Annapurna Andheri West,Fruits & Vegetables,Friday,2024-10,19699.86
S06,Annapurna Andheri West,Fruits & Vegetables,Monday,2024-10,16095.95
S06,Annapurna Andheri West,Fruits & Vegetables,Saturday,2024-10,39120.08
S06,Annapurna Andheri West,Fruits & Vegetables,Sunday,2024-10,35492.78
S06,Annapurna Andheri West,Fruits & Vegetables,Thursday,2024-10,25705.74
S06,Annapurna Andheri West,Fruits & Vegetables,Tuesday,2024-10,17358.91
S06,Annapurna Andheri West,Fruits & Vegetables,Wednesday,2024-10,21944.67
S06,Annapurna Andheri West,Home Care,Friday,2024-10,45902.73
S06,Annapurna Andheri West,Home Care,Monday,2024-10,44963.11
S06,Annapurna Andheri West,Home Care,Saturday,2024-10,51945.22
S06,Annapurna Andheri West,Home Care,Sunday,2024-10,52359.01
S06,Annapurna Andheri West,Home Care,Thursday,2024-10,41551.27
S06,Annapurna Andheri West,Home Care,Tuesday,2024-10,44605.60
S06,Annapurna Andheri West,Home Care,Wednesday,2024-10,33650.59
S06,Annapurna Andheri West,Personal Care,Friday,2024-10,63246.44
S06,Annapurna Andheri West,Personal Care,Monday,2024-10,36783.30
S06,Annapurna Andheri West,Personal Care,Saturday,2024-10,65505.26
S06,Annapurna Andheri West,Personal Care,Sunday,2024-10,62379.49
S06,Annapurna Andheri West,Personal Care,Thursday,2024-10,63438.95
S06,Annapurna Andheri West,Personal Care,Tuesday,2024-10,37543.59
S06,Annapurna Andheri West,Personal Care,Wednesday,2024-10,49953.50
S06,Annapurna Andheri West,Spices & Masala,Friday,2024-10,31012.68
S06,Annapurna Andheri West,Spices & Masala,Monday,2024-10,9687.69
S06,Annapurna Andheri West,Spices & Masala,Saturday,2024-10,43078.37
S06,Annapurna Andheri West,Spices & Masala,Sunday,2024-10,42364.66
S06,Annapurna Andheri West,Spices & Masala,Thursday,2024-10,26435.61
S06,Annapurna Andheri West,Spices & Masala,Tuesday,2024-10,25175.36
S06,Annapurna Andheri West,Spices & Masala,Wednesday,2024-10,26760.04
S06,Annapurna Andheri West,Staples & Grains,Friday,2024-10,130834.43
S06,Annapurna Andheri West,Staples & Grains,Monday,2024-10,91451.18
S06,Annapurna Andheri West,Staples & Grains,Saturday,2024-10,167155.75
S06,Annapurna Andheri West,Staples & Grains,Sunday,2024-10,182037.73
S06,Annapurna Andheri West,Staples & Grains,Thursday,2024-10,143806.39
S06,Annapurna Andheri West,Staples & Grains,Tuesday,2024-10,160122.39
S06,Annapurna Andheri West,Staples & Grains,Wednesday,2024-10,131800.17
S06,Annapurna Andheri West,Stationery & General,Friday,2024-10,42284.56
S06,Annapurna Andheri West,Stationery & General,Monday,2024-10,30935.55
S06,Annapurna Andheri West,Stationery & General,Saturday,2024-10,57925.48
S06,Annapurna Andheri West,Stationery & General,Sunday,2024-10,35632.22
S06,Annapurna Andheri West,Stationery & General,Thursday,2024-10,36534.91
S06,Annapurna Andheri West,Stationery & General,Tuesday,2024-10,30301.64
S06,Annapurna Andheri West,Stationery & General,Wednesday,2024-10,29285.50
S07,Annapurna Baner,Baby Care,Friday,2024-10,66402.09
S07,Annapurna Baner,Baby Care,Monday,2024-10,56972.38
S07,Annapurna Baner,Baby Care,Saturday,2024-10,139192.73
S07,Annapurna Baner,Baby Care,Sunday,2024-10,129070.78
S07,Annapurna Baner,Baby Care,Thursday,2024-10,119361.49
S07,Annapurna Baner,Baby Care,Tuesday,2024-10,118563.66
S07,Annapurna Baner,Baby Care,Wednesday,2024-10,56852.79
S07,Annapurna Baner,Bakery,Friday,2024-10,10769.62
S07,Annapurna Baner,Bakery,Monday,2024-10,5096.86
S07,Annapurna Baner,Bakery,Saturday,2024-10,22304.26
S07,Annapurna Baner,Bakery,Sunday,2024-10,19047.85
S07,Annapurna Baner,Bakery,Thursday,2024-10,9712.95
S07,Annapurna Baner,Bakery,Tuesday,2024-10,8179.06
S07,Annapurna Baner,Bakery,Wednesday,2024-10,10156.14
S07,Annapurna Baner,Beverages,Friday,2024-10,26798.74
S07,Annapurna Baner,Beverages,Monday,2024-10,15525.62
S07,Annapurna Baner,Beverages,Saturday,2024-10,39826.51
S07,Annapurna Baner,Beverages,Sunday,2024-10,34856.68
S07,Annapurna Baner,Beverages,Thursday,2024-10,26180.38
S07,Annapurna Baner,Beverages,Tuesday,2024-10,24176.89
S07,Annapurna Baner,Beverages,Wednesday,2024-10,26178.81
S07,Annapurna Baner,Biscuits & Snacks,Friday,2024-10,6734.76
S07,Annapurna Baner,Biscuits & Snacks,Monday,2024-10,8524.20
S07,Annapurna Baner,Biscuits & Snacks,Saturday,2024-10,8482.73
S07,Annapurna Baner,Biscuits & Snacks,Sunday,2024-10,13130.89
S07,Annapurna Baner,Biscuits & Snacks,Thursday,2024-10,8216.14
S07,Annapurna Baner,Biscuits & Snacks,Tuesday,2024-10,7457.75
S07,Annapurna Baner,Biscuits & Snacks,Wednesday,2024-10,8517.29
S07,Annapurna Baner,Confectionery,Friday,2024-10,11445.42
S07,Annapurna Baner,Confectionery,Monday,2024-10,10335.67
S07,Annapurna Baner,Confectionery,Saturday,2024-10,36646.43
S07,Annapurna Baner,Confectionery,Sunday,2024-10,27492.56
S07,Annapurna Baner,Confectionery,Thursday,2024-10,20407.70
S07,Annapurna Baner,Confectionery,Tuesday,2024-10,13092.66
S07,Annapurna Baner,Confectionery,Wednesday,2024-10,16670.49
S07,Annapurna Baner,Dairy,Friday,2024-10,39348.66
S07,Annapurna Baner,Dairy,Monday,2024-10,26584.31
S07,Annapurna Baner,Dairy,Saturday,2024-10,65251.16
S07,Annapurna Baner,Dairy,Sunday,2024-10,45527.11
S07,Annapurna Baner,Dairy,Thursday,2024-10,57763.80
S07,Annapurna Baner,Dairy,Tuesday,2024-10,36310.76
S07,Annapurna Baner,Dairy,Wednesday,2024-10,60721.33
S07,Annapurna Baner,Edible Oils,Friday,2024-10,80964.95
S07,Annapurna Baner,Edible Oils,Monday,2024-10,64059.56
S07,Annapurna Baner,Edible Oils,Saturday,2024-10,142987.82
S07,Annapurna Baner,Edible Oils,Sunday,2024-10,134440.50
S07,Annapurna Baner,Edible Oils,Thursday,2024-10,92722.98
S07,Annapurna Baner,Edible Oils,Tuesday,2024-10,75836.73
S07,Annapurna Baner,Edible Oils,Wednesday,2024-10,93906.48
S07,Annapurna Baner,Frozen & Ready to Eat,Friday,2024-10,17303.64
S07,Annapurna Baner,Frozen & Ready to Eat,Monday,2024-10,17826.10
S07,Annapurna Baner,Frozen & Ready to Eat,Saturday,2024-10,46411.44
S07,Annapurna Baner,Frozen & Ready to Eat,Sunday,2024-10,42904.75
S07,Annapurna Baner,Frozen & Ready to Eat,Thursday,2024-10,36850.28
S07,Annapurna Baner,Frozen & Ready to Eat,Tuesday,2024-10,29059.44
S07,Annapurna Baner,Frozen & Ready to Eat,Wednesday,2024-10,22092.47
S07,Annapurna Baner,Fruits & Vegetables,Friday,2024-10,17078.66
S07,Annapurna Baner,Fruits & Vegetables,Monday,2024-10,13867.59
S07,Annapurna Baner,Fruits & Vegetables,Saturday,2024-10,22921.73
S07,Annapurna Baner,Fruits & Vegetables,Sunday,2024-10,23326.52
S07,Annapurna Baner,Fruits & Vegetables,Thursday,2024-10,24831.87
S07,Annapurna Baner,Fruits & Vegetables,Tuesday,2024-10,14674.13
S07,Annapurna Baner,Fruits & Vegetables,Wednesday,2024-10,11472.07
S07,Annapurna Baner,Home Care,Friday,2024-10,28106.24
S07,Annapurna Baner,Home Care,Monday,2024-10,25440.94
S07,Annapurna Baner,Home Care,Saturday,2024-10,45170.05
S07,Annapurna Baner,Home Care,Sunday,2024-10,33248.61
S07,Annapurna Baner,Home Care,Thursday,2024-10,33922.40
S07,Annapurna Baner,Home Care,Tuesday,2024-10,18990.13
S07,Annapurna Baner,Home Care,Wednesday,2024-10,28697.43
S07,Annapurna Baner,Personal Care,Friday,2024-10,34302.70
S07,Annapurna Baner,Personal Care,Monday,2024-10,23973.93
S07,Annapurna Baner,Personal Care,Saturday,2024-10,54780.56
S07,Annapurna Baner,Personal Care,Sunday,2024-10,41462.68
S07,Annapurna Baner,Personal Care,Thursday,2024-10,38889.08
S07,Annapurna Baner,Personal Care,Tuesday,2024-10,31360.18
S07,Annapurna Baner,Personal Care,Wednesday,2024-10,45450.85
S07,Annapurna Baner,Spices & Masala,Friday,2024-10,15069.72
S07,Annapurna Baner,Spices & Masala,Monday,2024-10,11273.87
S07,Annapurna Baner,Spices & Masala,Saturday,2024-10,26050.74
S07,Annapurna Baner,Spices & Masala,Sunday,2024-10,23112.26
S07,Annapurna Baner,Spices & Masala,Thursday,2024-10,20796.76
S07,Annapurna Baner,Spices & Masala,Tuesday,2024-10,18600.53
S07,Annapurna Baner,Spices & Masala,Wednesday,2024-10,15301.38
S07,Annapurna Baner,Staples & Grains,Friday,2024-10,86251.36
S07,Annapurna Baner,Staples & Grains,Monday,2024-10,63693.72
S07,Annapurna Baner,Staples & Grains,Saturday,2024-10,151933.12
S07,Annapurna Baner,Staples & Grains,Sunday,2024-10,161435.97
S07,Annapurna Baner,Staples & Grains,Thursday,2024-10,102962.39
S07,Annapurna Baner,Staples & Grains,Tuesday,2024-10,112366.63
S07,Annapurna Baner,Staples & Grains,Wednesday,2024-10,94591.11
S07,Annapurna Baner,Stationery & General,Friday,2024-10,33076.61
S07,Annapurna Baner,Stationery & General,Monday,2024-10,14251.20
S07,Annapurna Baner,Stationery & General,Saturday,2024-10,37328.89
S07,Annapurna Baner,Stationery & General,Sunday,2024-10,41211.32
S07,Annapurna Baner,Stationery & General,Thursday,2024-10,24370.02
S07,Annapurna Baner,Stationery & General,Tuesday,2024-10,23884.55
S07,Annapurna Baner,Stationery & General,Wednesday,2024-10,25984.19
S08,Annapurna Satellite,Baby Care,Friday,2024-10,51817.82
S08,Annapurna Satellite,Baby Care,Monday,2024-10,75294.94
S08,Annapurna Satellite,Baby Care,Saturday,2024-10,94668.05
S08,Annapurna Satellite,Baby Care,Sunday,2024-10,72554.78
S08,Annapurna Satellite,Baby Care,Thursday,2024-10,84011.96
S08,Annapurna Satellite,Baby Care,Tuesday,2024-10,90229.59
S08,Annapurna Satellite,Baby Care,Wednesday,2024-10,72842.95
S08,Annapurna Satellite,Bakery,Friday,2024-10,17428.83
S08,Annapurna Satellite,Bakery,Monday,2024-10,8696.07
S08,Annapurna Satellite,Bakery,Saturday,2024-10,14228.26
S08,Annapurna Satellite,Bakery,Sunday,2024-10,19424.11
S08,Annapurna Satellite,Bakery,Thursday,2024-10,13971.20
S08,Annapurna Satellite,Bakery,Tuesday,2024-10,14805.37
S08,Annapurna Satellite,Bakery,Wednesday,2024-10,16288.66
S08,Annapurna Satellite,Beverages,Friday,2024-10,20837.67
S08,Annapurna Satellite,Beverages,Monday,2024-10,23858.87
S08,Annapurna Satellite,Beverages,Saturday,2024-10,37970.25
S08,Annapurna Satellite,Beverages,Sunday,2024-10,28969.95
S08,Annapurna Satellite,Beverages,Thursday,2024-10,21973.75
S08,Annapurna Satellite,Beverages,Tuesday,2024-10,27905.01
S08,Annapurna Satellite,Beverages,Wednesday,2024-10,28249.13
S08,Annapurna Satellite,Biscuits & Snacks,Friday,2024-10,6859.99
S08,Annapurna Satellite,Biscuits & Snacks,Monday,2024-10,6206.88
S08,Annapurna Satellite,Biscuits & Snacks,Saturday,2024-10,7558.51
S08,Annapurna Satellite,Biscuits & Snacks,Sunday,2024-10,10355.17
S08,Annapurna Satellite,Biscuits & Snacks,Thursday,2024-10,6514.08
S08,Annapurna Satellite,Biscuits & Snacks,Tuesday,2024-10,7335.15
S08,Annapurna Satellite,Biscuits & Snacks,Wednesday,2024-10,6865.80
S08,Annapurna Satellite,Confectionery,Friday,2024-10,12183.10
S08,Annapurna Satellite,Confectionery,Monday,2024-10,17150.00
S08,Annapurna Satellite,Confectionery,Saturday,2024-10,21804.27
S08,Annapurna Satellite,Confectionery,Sunday,2024-10,23562.24
S08,Annapurna Satellite,Confectionery,Thursday,2024-10,10402.38
S08,Annapurna Satellite,Confectionery,Tuesday,2024-10,14437.18
S08,Annapurna Satellite,Confectionery,Wednesday,2024-10,14288.81
S08,Annapurna Satellite,Dairy,Friday,2024-10,35796.91
S08,Annapurna Satellite,Dairy,Monday,2024-10,40386.13
S08,Annapurna Satellite,Dairy,Saturday,2024-10,45208.82
S08,Annapurna Satellite,Dairy,Sunday,2024-10,59358.16
S08,Annapurna Satellite,Dairy,Thursday,2024-10,26603.02
S08,Annapurna Satellite,Dairy,Tuesday,2024-10,32868.45
S08,Annapurna Satellite,Dairy,Wednesday,2024-10,41875.95
S08,Annapurna Satellite,Edible Oils,Friday,2024-10,68330.50
S08,Annapurna Satellite,Edible Oils,Monday,2024-10,57139.61
S08,Annapurna Satellite,Edible Oils,Saturday,2024-10,96129.42
S08,Annapurna Satellite,Edible Oils,Sunday,2024-10,103382.59
S08,Annapurna Satellite,Edible Oils,Thursday,2024-10,74886.82
S08,Annapurna Satellite,Edible Oils,Tuesday,2024-10,85916.16
S08,Annapurna Satellite,Edible Oils,Wednesday,2024-10,80129.18
S08,Annapurna Satellite,Frozen & Ready to Eat,Friday,2024-10,19820.99
S08,Annapurna Satellite,Frozen & Ready to Eat,Monday,2024-10,24515.16
S08,Annapurna Satellite,Frozen & Ready to Eat,Saturday,2024-10,39128.48
S08,Annapurna Satellite,Frozen & Ready to Eat,Sunday,2024-10,39497.27
S08,Annapurna Satellite,Frozen & Ready to Eat,Thursday,2024-10,31226.28
S08,Annapurna Satellite,Frozen & Ready to Eat,Tuesday,2024-10,29861.53
S08,Annapurna Satellite,Frozen & Ready to Eat,Wednesday,2024-10,25544.55
S08,Annapurna Satellite,Fruits & Vegetables,Friday,2024-10,14447.52
S08,Annapurna Satellite,Fruits & Vegetables,Monday,2024-10,12555.52
S08,Annapurna Satellite,Fruits & Vegetables,Saturday,2024-10,19361.33
S08,Annapurna Satellite,Fruits & Vegetables,Sunday,2024-10,24777.21
S08,Annapurna Satellite,Fruits & Vegetables,Thursday,2024-10,15684.99
S08,Annapurna Satellite,Fruits & Vegetables,Tuesday,2024-10,16590.98
S08,Annapurna Satellite,Fruits & Vegetables,Wednesday,2024-10,10687.56
S08,Annapurna Satellite,Home Care,Friday,2024-10,12376.62
S08,Annapurna Satellite,Home Care,Monday,2024-10,25851.55
S08,Annapurna Satellite,Home Care,Saturday,2024-10,29476.32
S08,Annapurna Satellite,Home Care,Sunday,2024-10,28318.03
S08,Annapurna Satellite,Home Care,Thursday,2024-10,15526.38
S08,Annapurna Satellite,Home Care,Tuesday,2024-10,24956.44
S08,Annapurna Satellite,Home Care,Wednesday,2024-10,24771.91
S08,Annapurna Satellite,Personal Care,Friday,2024-10,27937.98
S08,Annapurna Satellite,Personal Care,Monday,2024-10,23784.78
S08,Annapurna Satellite,Personal Care,Saturday,2024-10,64950.97
S08,Annapurna Satellite,Personal Care,Sunday,2024-10,41224.18
S08,Annapurna Satellite,Personal Care,Thursday,2024-10,30587.51
S08,Annapurna Satellite,Personal Care,Tuesday,2024-10,35935.49
S08,Annapurna Satellite,Personal Care,Wednesday,2024-10,30995.91
S08,Annapurna Satellite,Spices & Masala,Friday,2024-10,13220.86
